MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
56481;2013;07;08;final;0.151589;0.000014;0.383576;0.000020;final;0.0585745;0.0000044;-0.2556;0.0037;final;;;;;-0.078;0.053;-0.302;0.065;final;0.151590;0.383539;final;0.0585779;final;;;-0.127;-0.261
56482;2013;07;09;final;0.152976;0.000013;0.382260;0.000022;final;0.0587690;0.0000042;-0.1324;0.0031;final;;;;;-0.076;0.053;-0.294;0.065;final;0.153026;0.382250;final;0.0587683;final;;;-0.132;-0.271
56483;2013;07;10;final;0.154537;0.000019;0.381205;0.000023;final;0.0588351;0.0000043;0.0033;0.0029;final;;;;;-0.071;0.078;-0.286;0.075;final;0.154524;0.381145;final;0.0588276;final;;;-0.113;-0.234
56484;2013;07;11;final;0.155946;0.000022;0.380778;0.000023;final;0.0587556;0.0000041;0.1593;0.0030;final;;;;;-0.073;0.078;-0.289;0.075;final;0.156046;0.380732;final;0.0587437;final;;;-0.091;-0.208
56485;2013;07;12;final;0.156928;0.000023;0.380589;0.000024;final;0.0585291;0.0000041;0.2774;0.0052;final;;;;;-0.083;0.078;-0.296;0.075;final;0.156895;0.380599;final;0.0585248;final;;;-0.066;-0.186
56486;2013;07;13;final;0.157998;0.000022;0.380114;0.000022;final;0.0582157;0.0000096;0.3506;0.0062;final;;;;;-0.059;0.121;-0.270;0.076;final;0.158050;0.380042;final;0.0582255;final;;;-0.073;-0.194
56487;2013;07;14;final;0.159047;0.000021;0.379378;0.000019;final;0.0578346;0.0000117;0.4035;0.0060;final;;;;;-0.061;0.121;-0.271;0.076;final;0.159081;0.379385;final;0.0578480;final;;;-0.087;-0.215
56488;2013;07;15;final;0.159919;0.000027;0.378293;0.000021;final;0.0574160;0.0000071;0.4344;0.0070;final;;;;;-0.068;0.057;-0.278;0.076;final;0.159936;0.378229;final;0.0574290;final;;;-0.082;-0.236
56489;2013;07;16;final;0.160868;0.000023;0.377199;0.000021;final;0.0569702;0.0000077;0.4521;0.0052;final;;;;;-0.082;0.119;-0.282;0.075;final;0.160897;0.377171;final;0.0569832;final;;;-0.090;-0.247
56490;2013;07;17;final;0.161798;0.000026;0.376267;0.000032;final;0.0565365;0.0000075;0.3957;0.0054;final;;;;;-0.097;0.119;-0.279;0.097;final;0.161824;0.376243;final;0.0565385;final;;;-0.092;-0.249
56491;2013;07;18;final;0.162482;0.000027;0.375467;0.000031;final;0.0561813;0.0000075;0.3318;0.0053;final;;;;;-0.104;0.119;-0.275;0.097;final;0.162549;0.375422;final;0.0561746;final;;;-0.096;-0.180
56492;2013;07;19;final;0.162988;0.000027;0.374718;0.000031;final;0.0558717;0.0000074;0.2716;0.0052;final;;;;;-0.106;0.119;-0.271;0.097;final;0.162962;0.374696;final;0.0558663;final;;;-0.096;-0.091
56493;2013;07;20;final;0.163796;0.000029;0.373924;0.000030;final;0.0556366;0.0000073;0.2158;0.0052;final;;;;;-0.117;0.119;-0.257;0.096;final;0.163838;0.373849;final;0.0556151;final;;;-0.127;-0.085
56494;2013;07;21;final;0.164492;0.000023;0.373085;0.000035;final;0.0554172;0.0000073;0.2287;0.0051;final;;;;;-0.139;0.053;-0.239;0.095;final;0.164551;0.373090;final;0.0554059;final;;;-0.167;-0.112
56495;2013;07;22;final;0.164790;0.000024;0.371847;0.000035;final;0.0551567;0.0000071;0.3092;0.0051;final;;;;;-0.167;0.052;-0.236;0.104;final;0.164791;0.371800;final;0.0551523;final;;;-0.200;-0.142
56496;2013;07;23;final;0.165287;0.000026;0.370372;0.000028;final;0.0547824;0.0000072;0.4390;0.0048;final;;;;;-0.179;0.062;-0.244;0.082;final;0.165297;0.370338;final;0.0547829;final;;;-0.224;-0.176
56497;2013;07;24;final;0.165937;0.000026;0.369058;0.000030;final;0.0542778;0.0000064;0.5714;0.0048;final;;;;;-0.163;0.083;-0.242;0.087;final;0.165995;0.368999;final;0.0542810;final;;;-0.168;-0.170
56498;2013;07;25;final;0.166329;0.000027;0.367915;0.000029;final;0.0536586;0.0000065;0.6468;0.0045;final;;;;;-0.129;0.083;-0.225;0.087;final;0.166349;0.367911;final;0.0536717;final;;;-0.090;-0.152
56499;2013;07;26;final;0.166792;0.000025;0.366715;0.000029;final;0.0530038;0.0000062;0.6633;0.0050;final;;;;;-0.097;0.083;-0.200;0.087;final;0.166811;0.366676;final;0.0530071;final;;;-0.012;-0.130
56500;2013;07;27;final;0.167679;0.000025;0.365595;0.000020;final;0.0523582;0.0000076;0.6012;0.0049;final;;;;;-0.072;0.100;-0.158;0.108;final;0.167708;0.365549;final;0.0523630;final;;;0.015;-0.119
56501;2013;07;28;final;0.168718;0.000025;0.364774;0.000021;final;0.0518211;0.0000076;0.4800;0.0054;final;;;;;-0.091;0.120;-0.118;0.090;final;0.168758;0.364738;final;0.0518197;final;;;0.017;-0.109
56502;2013;07;29;final;0.169696;0.000019;0.363997;0.000018;final;0.0513956;0.0000076;0.3667;0.0083;final;;;;;-0.119;0.137;-0.109;0.102;final;0.169709;0.363977;final;0.0513965;final;;;0.011;-0.085
56503;2013;07;30;final;0.170532;0.000014;0.362959;0.000016;final;0.0510983;0.0000148;0.2215;0.0048;final;;;;;-0.136;0.168;-0.136;0.093;final;0.170580;0.362929;final;0.0510988;final;;;0.006;-0.072
56504;2013;07;31;final;0.171181;0.000020;0.361795;0.000020;final;0.0509405;0.0000059;0.1127;0.0079;final;;;;;-0.148;0.094;-0.157;0.063;final;0.171178;0.361742;final;0.0509293;final;;;-0.047;-0.055
56505;2013;08;01;final;0.171505;0.000022;0.360839;0.000019;final;0.0508609;0.0000056;0.0399;0.0036;final;;;;;-0.169;0.094;-0.142;0.063;final;0.171589;0.360801;final;0.0508664;final;;;-0.115;-0.041
56506;2013;08;02;final;0.171501;0.000022;0.359923;0.000018;final;0.0508637;0.0000040;-0.0420;0.0035;final;;;;;-0.184;0.094;-0.118;0.063;final;0.171449;0.359906;final;0.0508698;final;;;-0.184;-0.031
56507;2013;08;03;final;0.171755;0.000022;0.358798;0.000016;final;0.0509223;0.0000041;-0.0560;0.0028;final;;;;;-0.167;0.062;-0.116;0.061;final;0.171812;0.358758;final;0.0508896;final;;;-0.185;-0.041
56508;2013;08;04;final;0.172154;0.000024;0.357542;0.000021;final;0.0509561;0.0000040;-0.0110;0.0028;final;;;;;-0.129;0.049;-0.130;0.064;final;0.172184;0.357514;final;0.0508920;final;;;-0.157;-0.058
56509;2013;08;05;final;0.172377;0.000024;0.356324;0.000023;final;0.0509268;0.0000039;0.0866;0.0033;final;;;;;-0.103;0.049;-0.139;0.064;final;0.172401;0.356273;final;0.0508653;final;;;-0.111;-0.073
56510;2013;08;06;final;0.172502;0.000019;0.355281;0.000019;final;0.0507820;0.0000053;0.1868;0.0032;final;;;;;-0.098;0.042;-0.144;0.068;final;0.172554;0.355256;final;0.0507705;final;;;-0.076;-0.090
56511;2013;08;07;final;0.172801;0.000018;0.354282;0.000021;final;0.0505595;0.0000050;0.2680;0.0036;final;;;;;-0.116;0.054;-0.151;0.069;final;0.172778;0.354263;final;0.0505584;final;;;-0.114;-0.073
56512;2013;08;08;final;0.173350;0.000017;0.353452;0.000023;final;0.0502410;0.0000050;0.3643;0.0035;final;;;;;-0.153;0.054;-0.156;0.069;final;0.173427;0.353372;final;0.0502377;final;;;-0.172;-0.048
56513;2013;08;09;final;0.173687;0.000016;0.352890;0.000024;final;0.0498328;0.0000049;0.4550;0.0044;final;;;;;-0.203;0.054;-0.155;0.069;final;0.173697;0.352904;final;0.0498320;final;;;-0.232;-0.025
56514;2013;08;10;final;0.173869;0.000012;0.352144;0.000022;final;0.0493321;0.0000073;0.5423;0.0040;final;;;;;-0.254;0.065;-0.140;0.068;final;0.173888;0.352080;final;0.0493378;final;;;-0.260;-0.042
56515;2013;08;11;final;0.173940;0.000013;0.351284;0.000021;final;0.0487723;0.0000062;0.5572;0.0043;final;;;;;-0.271;0.047;-0.150;0.058;final;0.173994;0.351257;final;0.0487936;final;;;-0.274;-0.075
56516;2013;08;12;final;0.173754;0.000014;0.350215;0.000022;final;0.0482448;0.0000046;0.4908;0.0039;final;;;;;-0.271;0.055;-0.167;0.077;final;0.173765;0.350190;final;0.0482710;final;;;-0.286;-0.107
56517;2013;08;13;final;0.173631;0.000013;0.348978;0.000020;final;0.0477920;0.0000047;0.4207;0.0034;final;;;;;-0.263;0.051;-0.182;0.079;final;0.173651;0.348912;final;0.0477934;final;;;-0.288;-0.146
56518;2013;08;14;final;0.173671;0.000014;0.347771;0.000018;final;0.0473982;0.0000050;0.3664;0.0035;final;;;;;-0.251;0.051;-0.200;0.079;final;0.173705;0.347770;final;0.0473953;final;;;-0.236;-0.091
56519;2013;08;15;final;0.173718;0.000013;0.346451;0.000016;final;0.0470580;0.0000051;0.3158;0.0035;final;;;;;-0.236;0.057;-0.238;0.086;final;0.173741;0.346387;final;0.0470610;final;;;-0.223;-0.112
56520;2013;08;16;final;0.173599;0.000013;0.345171;0.000014;final;0.0467527;0.0000050;0.3068;0.0035;final;;;;;-0.226;0.057;-0.278;0.086;final;0.173646;0.345159;final;0.0467545;final;;;-0.226;-0.167
56521;2013;08;17;final;0.173379;0.000012;0.343967;0.000012;final;0.0464170;0.0000049;0.3801;0.0048;final;;;;;-0.217;0.082;-0.304;0.118;final;0.173383;0.343912;final;0.0464163;final;;;-0.223;-0.214
56522;2013;08;18;final;0.173241;0.000012;0.342917;0.000017;final;0.0459724;0.0000081;0.5137;0.0047;final;;;;;-0.205;0.119;-0.313;0.064;final;0.173288;0.342890;final;0.0459741;final;;;-0.213;-0.249
56523;2013;08;19;final;0.173179;0.000010;0.341904;0.000017;final;0.0453891;0.0000081;0.6486;0.0055;final;;;;;-0.193;0.119;-0.319;0.064;final;0.173168;0.341865;final;0.0453977;final;;;-0.174;-0.272
56524;2013;08;20;final;0.172983;0.000018;0.340757;0.000018;final;0.0446732;0.0000074;0.7893;0.0050;final;;;;;-0.191;0.048;-0.315;0.076;final;0.173063;0.340726;final;0.0446799;final;;;-0.177;-0.287
56525;2013;08;21;final;0.172421;0.000025;0.339397;0.000018;final;0.0438280;0.0000058;0.8774;0.0047;final;;;;;-0.204;0.054;-0.293;0.078;final;0.172398;0.339375;final;0.0438305;final;;;-0.179;-0.249
56526;2013;08;22;final;0.171613;0.000025;0.337905;0.000017;final;0.0429478;0.0000058;0.8772;0.0041;final;;;;;-0.226;0.054;-0.242;0.078;final;0.171684;0.337844;final;0.0429512;final;;;-0.185;-0.190
56527;2013;08;23;final;0.170620;0.000025;0.336454;0.000017;final;0.0420853;0.0000059;0.8418;0.0042;final;;;;;-0.243;0.054;-0.206;0.078;final;0.170625;0.336442;final;0.0420842;final;;;-0.194;-0.127
56528;2013;08;24;final;0.169748;0.000025;0.334995;0.000011;final;0.0412834;0.0000060;0.7488;0.0042;final;;;;;-0.256;0.071;-0.172;0.102;final;0.169798;0.334944;final;0.0412703;final;;;-0.217;-0.093
56529;2013;08;25;final;0.169190;0.000026;0.333608;0.000017;final;0.0405919;0.0000061;0.6431;0.0044;final;;;;;-0.270;0.058;-0.130;0.085;final;0.169189;0.333577;final;0.0405795;final;;;-0.243;-0.073
56530;2013;08;26;final;0.168830;0.000022;0.332232;0.000016;final;0.0399971;0.0000065;0.5376;0.0058;final;;;;;-0.277;0.055;-0.104;0.075;final;0.168893;0.332209;final;0.0400021;final;;;-0.239;-0.063
56531;2013;08;27;final;0.168518;0.000013;0.330775;0.000015;final;0.0395295;0.0000098;0.3936;0.0037;final;;;;;-0.262;0.042;-0.117;0.060;final;0.168519;0.330738;final;0.0395337;final;;;-0.247;-0.057
56532;2013;08;28;final;0.168359;0.000018;0.329453;0.000017;final;0.0391929;0.0000037;0.3007;0.0052;final;;;;;-0.236;0.119;-0.143;0.031;final;0.168415;0.329414;final;0.0391717;final;;;-0.228;-0.070
56533;2013;08;29;final;0.168160;0.000021;0.328286;0.000017;final;0.0389134;0.0000035;0.2518;0.0025;final;;;;;-0.198;0.119;-0.154;0.031;final;0.168163;0.328251;final;0.0388973;final;;;-0.196;-0.082
56534;2013;08;30;final;0.167591;0.000021;0.327116;0.000018;final;0.0386829;0.0000033;0.2222;0.0024;final;;;;;-0.168;0.119;-0.146;0.031;final;0.167661;0.327082;final;0.0386768;final;;;-0.168;-0.096
56535;2013;08;31;final;0.166596;0.000018;0.325715;0.000013;final;0.0384563;0.0000032;0.2306;0.0022;final;;;;;-0.146;0.119;-0.142;0.031;final;0.166593;0.325700;final;0.0384634;final;;;-0.155;-0.089
56536;2013;09;01;final;0.165838;0.000020;0.324143;0.000013;final;0.0382030;0.0000030;0.2952;0.0025;final;;;;;-0.139;0.119;-0.141;0.032;final;0.165860;0.324084;final;0.0382068;final;;;-0.152;-0.074
56537;2013;09;02;final;0.165545;0.000023;0.322703;0.000018;final;0.0378499;0.0000038;0.4077;0.0038;final;;;;;-0.155;0.119;-0.138;0.046;final;0.165573;0.322684;final;0.0378617;final;;;-0.142;-0.047
56538;2013;09;03;final;0.165273;0.000020;0.321471;0.000016;final;0.0373860;0.0000070;0.5250;0.0031;final;;;;;-0.186;0.090;-0.139;0.096;final;0.165314;0.321419;final;0.0373927;final;;;-0.149;-0.031
56539;2013;09;04;final;0.164788;0.000019;0.320484;0.000021;final;0.0367941;0.0000050;0.6595;0.0043;final;;;;;-0.217;0.114;-0.150;0.099;final;0.164827;0.320456;final;0.0367879;final;;;-0.156;-0.014
56540;2013;09;05;final;0.164384;0.000019;0.319510;0.000021;final;0.0360611;0.0000050;0.8115;0.0035;final;;;;;-0.247;0.114;-0.153;0.099;final;0.164368;0.319491;final;0.0360450;final;;;-0.259;-0.088
56541;2013;09;06;final;0.164238;0.000019;0.318393;0.000021;final;0.0351828;0.0000050;0.9284;0.0034;final;;;;;-0.276;0.099;-0.138;0.094;final;0.164310;0.318349;final;0.0351748;final;;;-0.380;-0.180
56542;2013;09;07;final;0.163909;0.000018;0.317383;0.000021;final;0.0342281;0.0000046;0.9738;0.0030;final;;;;;-0.297;0.096;-0.116;0.094;final;0.163910;0.317351;final;0.0342240;final;;;-0.400;-0.187
56543;2013;09;08;final;0.163472;0.000018;0.316413;0.000022;final;0.0332595;0.0000032;0.9462;0.0028;final;;;;;-0.291;0.071;-0.101;0.066;final;0.163508;0.316383;final;0.0332626;final;;;-0.371;-0.155
56544;2013;09;09;final;0.162900;0.000018;0.315354;0.000021;final;0.0323559;0.0000032;0.8580;0.0033;final;;;;;-0.269;0.071;-0.084;0.066;final;0.162948;0.315306;final;0.0323533;final;;;-0.327;-0.098
56545;2013;09;10;final;0.162042;0.000026;0.314159;0.000030;final;0.0315380;0.0000057;0.7863;0.0025;final;;;;;-0.249;0.069;-0.047;0.042;final;0.162052;0.314146;final;0.0315245;final;;;-0.269;-0.045
56546;2013;09;11;final;0.161058;0.000028;0.312835;0.000034;final;0.0307827;0.0000039;0.7164;0.0034;final;;;;;-0.235;0.082;-0.008;0.100;final;0.161094;0.312773;final;0.0307834;final;;;-0.268;0.120
56547;2013;09;12;final;0.159901;0.000029;0.311451;0.000034;final;0.0301072;0.0000038;0.6407;0.0027;final;;;;;-0.241;0.082;0.011;0.100;final;0.159937;0.311450;final;0.0301155;final;;;-0.286;0.308
56548;2013;09;13;final;0.158703;0.000029;0.309974;0.000034;final;0.0294774;0.0000038;0.6368;0.0027;final;;;;;-0.257;0.082;0.016;0.100;final;0.158737;0.309930;final;0.0294762;final;;;-0.305;0.479
56549;2013;09;14;final;0.157776;0.000030;0.308438;0.000033;final;0.0288044;0.0000038;0.7204;0.0028;final;;;;;-0.268;0.115;0.034;0.145;final;0.157790;0.308431;final;0.0288025;final;;;-0.342;0.490
56550;2013;09;15;final;0.157329;0.000031;0.307003;0.000033;final;0.0280182;0.0000040;0.8590;0.0029;final;;;;;-0.273;0.115;0.069;0.145;final;0.157350;0.306944;final;0.0280242;final;;;-0.383;0.421
56551;2013;09;16;final;0.157067;0.000034;0.306007;0.000033;final;0.0270773;0.0000044;1.0249;0.0047;final;;;;;-0.275;0.138;0.096;0.181;final;0.157106;0.305976;final;0.0270896;final;;;-0.419;0.334
56552;2013;09;17;final;0.156471;0.000032;0.305575;0.000030;final;0.0259619;0.0000086;1.2103;0.0030;final;;;;;-0.276;0.202;0.108;0.125;final;0.156504;0.305514;final;0.0259668;final;;;-0.437;0.221
56553;2013;09;18;final;0.155314;0.000039;0.305342;0.000031;final;0.0246739;0.0000042;1.3440;0.0048;final;;;;;-0.273;0.102;0.109;0.097;final;0.155377;0.305349;final;0.0246770;final;;;-0.434;0.094
56554;2013;09;19;final;0.153960;0.000039;0.304804;0.000031;final;0.0233047;0.0000043;1.3853;0.0030;final;;;;;-0.261;0.102;0.099;0.097;final;0.153947;0.304766;final;0.0232973;final;;;-0.357;0.099
56555;2013;09;20;final;0.152777;0.000037;0.304007;0.000030;final;0.0219471;0.0000044;1.2951;0.0031;final;;;;;-0.241;0.102;0.068;0.097;final;0.152824;0.303963;final;0.0219443;final;;;-0.246;0.155
56556;2013;09;21;final;0.151368;0.000037;0.303222;0.000030;final;0.0207346;0.0000044;1.1446;0.0029;final;;;;;-0.228;0.102;0.033;0.097;final;0.151406;0.303196;final;0.0207179;final;;;-0.223;0.123
56557;2013;09;22;final;0.149226;0.000029;0.302400;0.000017;final;0.0196520;0.0000037;1.0118;0.0026;final;;;;;-0.228;0.055;0.016;0.085;final;0.149281;0.302354;final;0.0196438;final;;;-0.233;0.067
56558;2013;09;23;final;0.146743;0.000031;0.301445;0.000021;final;0.0187040;0.0000028;0.9000;0.0028;final;;;;;-0.237;0.050;0.016;0.076;final;0.146735;0.301442;final;0.0186897;final;;;-0.242;0.020
56559;2013;09;24;final;0.144864;0.000026;0.300416;0.000021;final;0.0178257;0.0000042;0.8671;0.0021;final;;;;;-0.241;0.045;0.008;0.071;final;0.144871;0.300344;final;0.0178077;final;;;-0.255;-0.012
56560;2013;09;25;final;0.143488;0.000027;0.299624;0.000024;final;0.0169739;0.0000031;0.8221;0.0025;final;;;;;-0.228;0.048;-0.007;0.049;final;0.143566;0.299610;final;0.0169717;final;;;-0.269;-0.032
56561;2013;09;26;final;0.142087;0.000028;0.298837;0.000025;final;0.0161847;0.0000028;0.7676;0.0022;final;;;;;-0.187;0.048;0.001;0.049;final;0.142079;0.298821;final;0.0161801;final;;;-0.214;0.000
56562;2013;09;27;final;0.140846;0.000027;0.297999;0.000027;final;0.0154357;0.0000030;0.7220;0.0021;final;;;;;-0.136;0.048;0.023;0.049;final;0.140889;0.297939;final;0.0154371;final;;;-0.141;0.048
56563;2013;09;28;final;0.139464;0.000026;0.297257;0.000027;final;0.0147334;0.0000032;0.6983;0.0029;final;;;;;-0.100;0.048;0.043;0.049;final;0.139500;0.297257;final;0.0147280;final;;;-0.128;0.090
56564;2013;09;29;final;0.137638;0.000031;0.296276;0.000025;final;0.0140076;0.0000049;0.7690;0.0031;final;;;;;-0.091;0.043;0.056;0.054;final;0.137657;0.296237;final;0.0140048;final;;;-0.136;0.126
56565;2013;09;30;final;0.135436;0.000027;0.295202;0.000024;final;0.0131841;0.0000052;0.8734;0.0062;final;;;;;-0.106;0.042;0.075;0.051;final;0.135490;0.295144;final;0.0131976;final;;;-0.134;0.152
56566;2013;10;01;final;0.133055;0.000029;0.294119;0.000031;final;0.0122600;0.0000114;0.9802;0.0048;final;;;;;-0.130;0.119;0.096;0.112;final;0.133064;0.294137;final;0.0122633;final;;;-0.149;0.174
56567;2013;10;02;final;0.131043;0.000031;0.292972;0.000030;final;0.0112094;0.0000080;1.1300;0.0071;final;;;;;-0.151;0.044;0.108;0.105;final;0.131082;0.292889;final;0.0112038;final;;;-0.154;0.132
56568;2013;10;03;final;0.129517;0.000032;0.292022;0.000029;final;0.0100236;0.0000084;1.2090;0.0059;final;;;;;-0.171;0.044;0.116;0.105;final;0.129546;0.292015;final;0.0100389;final;;;-0.159;0.071
56569;2013;10;04;final;0.128530;0.000032;0.291079;0.000028;final;0.0088021;0.0000087;1.2558;0.0062;final;;;;;-0.198;0.044;0.123;0.105;final;0.128542;0.291032;final;0.0088032;final;;;-0.167;0.009
56570;2013;10;05;final;0.127862;0.000027;0.290187;0.000029;final;0.0075108;0.0000090;1.3061;0.0062;final;;;;;-0.230;0.058;0.130;0.121;final;0.127903;0.290154;final;0.0075119;final;;;-0.179;0.008
56571;2013;10;06;final;0.126660;0.000031;0.289609;0.000038;final;0.0062132;0.0000088;1.2867;0.0062;final;;;;;-0.249;0.063;0.101;0.090;final;0.126726;0.289547;final;0.0062221;final;;;-0.191;0.032
56572;2013;10;07;final;0.124836;0.000028;0.289078;0.000031;final;0.0049493;0.0000086;1.2318;0.0075;final;;;;;-0.253;0.073;0.069;0.080;final;0.124819;0.289094;final;0.0049648;final;;;-0.199;0.060
56573;2013;10;08;final;0.123146;0.000025;0.288195;0.000030;final;0.0037486;0.0000121;1.1798;0.0057;final;;;;;-0.244;0.089;0.062;0.073;final;0.123190;0.288137;final;0.0037538;final;;;-0.197;0.089
56574;2013;10;09;final;0.121828;0.000025;0.287338;0.000031;final;0.0025843;0.0000074;1.1440;0.0070;final;;;;;-0.229;0.081;0.065;0.073;final;0.121832;0.287286;final;0.0025855;final;;;-0.069;-0.034
56575;2013;10;10;final;0.120440;0.000025;0.286752;0.000031;final;0.0014680;0.0000072;1.0859;0.0050;final;;;;;-0.212;0.081;0.065;0.073;final;0.120512;0.286733;final;0.0014693;final;;;-0.080;-0.006
56576;2013;10;11;final;0.118669;0.000022;0.286078;0.000029;final;0.0003834;0.0000068;1.1151;0.0044;final;;;;;-0.188;0.081;0.043;0.073;final;0.118663;0.286056;final;0.0003773;final;;;-0.145;0.057
56577;2013;10;12;final;0.116767;0.000025;0.285325;0.000025;final;-0.0007695;0.0000051;1.1661;0.0043;final;;;;;-0.154;0.090;0.014;0.068;final;0.116817;0.285276;final;-0.0007606;final;;;-0.173;0.121
56578;2013;10;13;final;0.115106;0.000024;0.284848;0.000026;final;-0.0019572;0.0000054;1.2421;0.0035;final;;;;;-0.132;0.065;0.041;0.063;final;0.115102;0.284800;final;-0.0019609;final;;;-0.186;0.183
56579;2013;10;14;final;0.113827;0.000026;0.284529;0.000035;final;-0.0032770;0.0000049;1.3879;0.0063;final;;;;;-0.133;0.057;0.089;0.069;final;0.113868;0.284527;final;-0.0032639;final;;;-0.193;0.188
56580;2013;10;15;final;0.112805;0.000023;0.284100;0.000034;final;-0.0047187;0.0000114;1.4908;0.0044;final;;;;;-0.156;0.119;0.134;0.087;final;0.112808;0.284046;final;-0.0047073;final;;;-0.203;0.223
56581;2013;10;16;final;0.111670;0.000025;0.283811;0.000037;final;-0.0062343;0.0000072;1.5209;0.0067;final;;;;;-0.179;0.047;0.171;0.085;final;0.111727;0.283791;final;-0.0062374;final;;;-0.208;0.248
56582;2013;10;17;final;0.110183;0.000025;0.283632;0.000037;final;-0.0077481;0.0000072;1.5140;0.0053;final;;;;;-0.184;0.047;0.197;0.085;final;0.110185;0.283609;final;-0.0077677;final;;;-0.211;0.231
56583;2013;10;18;final;0.108269;0.000018;0.283419;0.000031;final;-0.0092401;0.0000078;1.4406;0.0055;final;;;;;-0.168;0.048;0.208;0.081;final;0.108331;0.283369;final;-0.0092485;final;;;-0.209;0.198
56584;2013;10;19;final;0.105958;0.000018;0.283137;0.000033;final;-0.0105956;0.0000084;1.2662;0.0053;final;;;;;-0.129;0.051;0.221;0.084;final;0.105962;0.283145;final;-0.0106017;final;;;-0.213;0.212
56585;2013;10;20;final;0.103713;0.000027;0.282743;0.000026;final;-0.0117687;0.0000072;1.0805;0.0056;final;;;;;-0.092;0.053;0.237;0.071;final;0.103739;0.282664;final;-0.0117696;final;;;-0.214;0.241
56586;2013;10;21;final;0.101718;0.000035;0.282524;0.000027;final;-0.0127656;0.0000073;0.9216;0.0055;final;;;;;-0.060;0.052;0.266;0.070;final;0.101756;0.282519;final;-0.0127744;final;;;-0.094;0.347
56587;2013;10;22;final;0.099929;0.000034;0.282350;0.000022;final;-0.0136313;0.0000082;0.8207;0.0051;final;;;;;-0.050;0.048;0.284;0.059;final;0.099947;0.282314;final;-0.0136435;final;;;-0.040;0.389
56588;2013;10;23;final;0.098453;0.000035;0.282307;0.000025;final;-0.0144201;0.0000070;0.7592;0.0054;final;;;;;-0.069;0.043;0.277;0.046;final;0.098496;0.282252;final;-0.0144146;final;;;-0.052;0.370
56589;2013;10;24;final;0.096857;0.000035;0.282523;0.000025;final;-0.0151783;0.0000069;0.7837;0.0045;final;;;;;-0.099;0.043;0.263;0.046;final;0.096884;0.282500;final;-0.0151819;final;;;-0.087;0.329
56590;2013;10;25;final;0.095020;0.000035;0.282658;0.000023;final;-0.0160253;0.0000057;0.9218;0.0049;final;;;;;-0.121;0.043;0.251;0.046;final;0.095045;0.282628;final;-0.0160382;final;;;-0.127;0.282
56591;2013;10;26;final;0.093430;0.000028;0.282523;0.000019;final;-0.0170091;0.0000070;1.0215;0.0038;final;;;;;-0.137;0.119;0.233;0.031;final;0.093453;0.282516;final;-0.0170097;final;;;-0.138;0.290
56592;2013;10;27;final;0.092393;0.000023;0.282455;0.000021;final;-0.0180639;0.0000051;1.1081;0.0044;final;;;;;-0.155;0.049;0.206;0.057;final;0.092408;0.282377;final;-0.0180777;final;;;-0.137;0.313
56593;2013;10;28;final;0.091793;0.000023;0.282945;0.000021;final;-0.0192528;0.0000052;1.2773;0.0035;final;;;;;-0.172;0.049;0.182;0.057;final;0.091832;0.282935;final;-0.0192744;final;;;-0.126;0.308
56594;2013;10;29;final;0.091158;0.000020;0.283663;0.000019;final;-0.0206063;0.0000047;1.4098;0.0036;final;;;;;-0.179;0.047;0.177;0.092;final;0.091210;0.283632;final;-0.0206159;final;;;-0.125;0.323
56595;2013;10;30;final;0.090425;0.000021;0.284097;0.000020;final;-0.0220570;0.0000051;1.4961;0.0034;final;;;;;-0.178;0.047;0.179;0.092;final;0.090411;0.284092;final;-0.0220701;final;;;-0.151;0.247
56596;2013;10;31;final;0.089453;0.000021;0.284238;0.000020;final;-0.0235861;0.0000050;1.5452;0.0036;final;;;;;-0.170;0.047;0.179;0.099;final;0.089550;0.284177;final;-0.0235933;final;;;-0.182;0.157
56597;2013;11;01;final;0.088086;0.000022;0.284260;0.000020;final;-0.0251069;0.0000051;1.4730;0.0040;final;;;;;-0.168;0.047;0.190;0.099;final;0.088052;0.284261;final;-0.0251053;final;;;-0.191;0.161
56598;2013;11;02;final;0.086748;0.000019;0.284430;0.000018;final;-0.0265246;0.0000063;1.3785;0.0039;final;;;;;-0.158;0.066;0.202;0.124;final;0.086815;0.284330;final;-0.0265342;final;;;-0.188;0.203
56599;2013;11;03;final;0.085514;0.000020;0.284730;0.000023;final;-0.0278841;0.0000060;1.3447;0.0046;final;;;;;-0.143;0.066;0.212;0.124;final;0.085515;0.284793;final;-0.0278983;final;;;-0.178;0.249
56600;2013;11;04;final;0.084360;0.000019;0.285007;0.000029;final;-0.0292093;0.0000066;1.2968;0.0041;final;;;;;-0.126;0.058;0.218;0.064;final;0.084395;0.284876;final;-0.0292178;final;;;-0.152;0.247
56601;2013;11;05;final;0.083098;0.000022;0.285453;0.000028;final;-0.0304821;0.0000057;1.2620;0.0041;final;;;;;-0.114;0.056;0.233;0.062;final;0.083174;0.285500;final;-0.0305056;final;;;-0.136;0.285
